FileName,JobID,JobName,Partition,State,ExitCode,Start,End,Elapsed,NCPUS,NNodes,NodeList,ReqMem,MaxRSS,AllocCPUS,Timelimit,TotalCPU
6 6 2_1 1 1_1 1 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505898,port_elec+,batch,COMPLETED,0:0,2024-02-07T06:26:17,2024-02-07T08:25:00,01:58:43,8,4,"c1cmp[003,010-+",120G,3691768K,8,2-00:00:00,01:58:28
6 6 2_1 1 1_1 1 1_1 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,505899,port_elec+,batch,COMPLETED,0:0,2024-02-07T06:32:27,2024-02-07T09:16:49,02:44:22,8,4,c1cmp[010-012]+,120G,3726372K,8,2-00:00:00,02:44:13
6 6 2_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505868,port_elec+,batch,COMPLETED,0:0,2024-02-07T02:33:53,2024-02-07T05:19:39,02:45:46,8,4,"c1cmp010,p1cmp+",120G,3749852K,8,2-00:00:00,02:45:37
6 7 1_1 1 1_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530603,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T14:15:43,02:44:19,8,4,"c1cmp[014-016,+",120G,3649000K,8,2-00:00:00,02:44:05
6 7 1_1 1 1_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530628,port_elec+,batch,COMPLETED,0:0,2024-02-07T15:53:28,2024-02-07T18:38:08,02:44:40,8,4,c1cmp[010-012]+,120G,3681M,8,2-00:00:00,02:44:29
6 7 1_1 1 1_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530637,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:17:00,2024-02-07T18:53:14,02:36:14,8,4,"c1cmp008,p1cmp+",120G,3766648K,8,2-00:00:00,02:36:03
6 7 1_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530612,port_elec+,batch,COMPLETED,0:0,2024-02-07T13:36:45,2024-02-07T16:22:11,02:45:26,8,4,"c1cmp[014-016,+",120G,3649620K,8,2-00:00:00,02:45:17
6 7 1_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530595,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T14:14:44,02:43:20,8,4,c1cmp[006-008]+,120G,3693304K,8,2-00:00:00,02:43:05
6 7 1_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530620,port_elec+,batch,COMPLETED,0:0,2024-02-07T14:00:59,2024-02-07T16:45:25,02:44:26,8,4,c1cmp[019-021]+,120G,3715912K,8,2-00:00:00,02:44:16
6 7 1_1 1 1_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530655,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:37:20,2024-02-07T21:21:11,02:43:51,8,4,c1cmp[019-022],120G,3702408K,8,2-00:00:00,02:43:41
6 7 1_1 1 1_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530681,port_elec+,batch,COMPLETED,0:0,2024-02-07T21:38:48,2024-02-08T00:21:18,02:42:30,8,4,c1cmp[006-008]+,120G,3762048K,8,2-00:00:00,02:42:19
6 7 1_1 1 1_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530689,port_elec+,batch,COMPLETED,0:0,2024-02-07T23:01:29,2024-02-08T01:38:40,02:37:11,8,4,c1cmp[014-016]+,120G,3765064K,8,2-00:00:00,02:37:02
6 7 1_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530664,port_elec+,batch,COMPLETED,0:0,2024-02-07T20:05:06,2024-02-07T22:55:02,02:49:56,8,4,c1cmp[019-021]+,120G,3589896K,8,2-00:00:00,02:49:47
6 7 1_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530647,port_elec+,batch,COMPLETED,0:0,2024-02-07T17:59:14,2024-02-07T20:29:37,02:30:23,8,4,"c1cmp[011,022-+",120G,3743400K,8,2-00:00:00,02:30:13
6 7 1_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530673,port_elec+,batch,COMPLETED,0:0,2024-02-07T20:52:13,2024-02-07T23:34:02,02:41:49,8,4,"c1cmp[006-007,+",120G,3725688K,8,2-00:00:00,02:41:40
6 7 1_1 1 1_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530705,port_elec+,batch,COMPLETED,0:0,2024-02-08T01:07:16,2024-02-08T03:50:08,02:42:52,8,4,"c1cmp[010,022-+",120G,3704420K,8,2-00:00:00,02:42:42
6 7 1_1 1 1_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530730,port_elec+,batch,COMPLETED,0:0,2024-02-08T04:14:07,2024-02-08T06:57:44,02:43:37,8,4,c1cmp[019-020]+,120G,3763444K,8,2-00:00:00,02:43:24
6 7 1_1 1 1_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530738,port_elec+,batch,COMPLETED,0:0,2024-02-08T05:15:44,2024-02-08T07:59:01,02:43:17,8,4,c1cmp[006-007]+,120G,3762452K,8,2-00:00:00,02:43:04
6 7 1_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530713,port_elec+,batch,COMPLETED,0:0,2024-02-08T02:10:53,2024-02-08T04:41:48,02:30:55,8,4,c1cmp[021-024],120G,3656768K,8,2-00:00:00,02:30:45
6 7 1_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530697,port_elec+,batch,COMPLETED,0:0,2024-02-08T00:09:39,2024-02-08T02:50:54,02:41:15,8,4,c1cmp[006-007]+,120G,3761200K,8,2-00:00:00,02:41:06
6 7 1_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530721,port_elec+,batch,COMPLETED,0:0,2024-02-08T03:14:01,2024-02-08T05:56:15,02:42:14,8,4,c1cmp[010-012]+,120G,3694764K,8,2-00:00:00,02:42:01
6 7 1_1 1 1_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530756,port_elec+,batch,COMPLETED,0:0,2024-02-08T07:26:58,2024-02-08T08:51:41,01:24:43,8,4,"p1cmp[029,043-+",120G,3646388K,8,2-00:00:00,01:24:42
6 7 1_1 1 1_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530780,port_elec+,batch,COMPLETED,0:0,2024-02-08T10:16:44,2024-02-08T12:11:30,01:54:46,8,4,"c1cmp[003,014-+",120G,3703140K,8,2-00:00:00,01:54:38
6 7 1_1 1 1_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530788,port_elec+,batch,COMPLETED,0:0,2024-02-08T11:17:19,2024-02-08T13:00:44,01:43:25,8,4,c1cmp[053-054]+,120G,3765180K,8,2-00:00:00,01:43:15
6 7 1_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530764,port_elec+,batch,COMPLETED,0:0,2024-02-08T08:21:03,2024-02-08T11:02:59,02:41:56,8,4,c1cmp[010-012]+,120G,3668640K,8,2-00:00:00,02:41:46
6 7 1_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530747,port_elec+,batch,COMPLETED,0:0,2024-02-08T06:22:20,2024-02-08T08:04:46,01:42:26,8,4,c1cmp[053-054]+,120G,3770896K,8,2-00:00:00,01:42:08
6 7 1_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530772,port_elec+,batch,COMPLETED,0:0,2024-02-08T09:34:10,2024-02-08T11:16:59,01:42:49,8,4,c1cmp[053-054]+,120G,3749872K,8,2-00:00:00,01:42:39
6 7 1_2 2 2_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530804,port_elec+,batch,COMPLETED,0:0,2024-02-08T13:24:00,2024-02-08T16:04:46,02:40:46,8,4,c1cmp[010-012]+,120G,3703760K,8,2-00:00:00,02:40:36
6 7 1_2 2 2_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530831,port_elec+,batch,COMPLETED,0:0,2024-02-08T16:39:08,2024-02-08T19:24:14,02:45:06,8,4,c1cmp[006-008]+,120G,3709768K,8,2-00:00:00,02:44:57
6 7 1_2 2 2_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530839,port_elec+,batch,COMPLETED,0:0,2024-02-08T17:41:31,2024-02-08T20:25:28,02:43:57,8,4,c1cmp[019-022],120G,3760616K,8,2-00:00:00,02:43:48
6 7 1_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530813,port_elec+,batch,COMPLETED,0:0,2024-02-08T14:36:20,2024-02-08T17:21:10,02:44:50,8,4,"c1cmp[006-007,+",120G,3656320K,8,2-00:00:00,02:44:40
6 7 1_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530796,port_elec+,batch,COMPLETED,0:0,2024-02-08T12:28:25,2024-02-08T15:31:27,03:03:02,8,4,c1cmp[014-016]+,120G,3749572K,8,2-00:00:00,03:02:53
6 7 1_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530823,port_elec+,batch,COMPLETED,0:0,2024-02-08T15:31:56,2024-02-08T18:35:18,03:03:22,8,4,c1cmp[014-016]+,120G,3663840K,8,2-00:00:00,03:03:14
6 7 1_2 2 2_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530856,port_elec+,batch,COMPLETED,0:0,2024-02-08T19:36:41,2024-02-08T22:17:39,02:40:58,8,4,c1cmp[010-012]+,120G,3698328K,8,2-00:00:00,02:40:48
6 7 1_2 2 2_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530880,port_elec+,batch,COMPLETED,0:0,2024-02-08T22:52:36,2024-02-09T01:28:53,02:36:17,8,4,c1cmp[010-012]+,120G,3772324K,8,2-00:00:00,02:36:07
6 7 1_2 2 2_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530888,port_elec+,batch,COMPLETED,0:0,2024-02-09T00:01:10,2024-02-09T02:47:22,02:46:12,8,4,c1cmp[019-021]+,120G,3765876K,8,2-00:00:00,02:46:02
6 7 1_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530864,port_elec+,batch,COMPLETED,0:0,2024-02-08T20:45:43,2024-02-08T23:16:12,02:30:29,8,4,"c1cmp008,p1cmp+",120G,3646392K,8,2-00:00:00,02:30:19
6 7 1_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530848,port_elec+,batch,COMPLETED,0:0,2024-02-08T18:51:57,2024-02-08T20:14:46,01:22:49,8,4,"p1cmp[029,043-+",120G,3688968K,8,2-00:00:00,01:22:46
6 7 1_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530872,port_elec+,batch,COMPLETED,0:0,2024-02-08T21:48:32,2024-02-09T00:31:54,02:43:22,8,4,c1cmp[006-008]+,120G,3714104K,8,2-00:00:00,02:43:13
6 7 1_2 2 2_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530904,port_elec+,batch,COMPLETED,0:0,2024-02-09T02:06:17,2024-02-09T04:34:45,02:28:28,8,4,c1cmp[011-012]+,120G,3700844K,8,2-00:00:00,02:28:11
6 7 1_2 2 2_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530928,port_elec+,batch,COMPLETED,0:0,2024-02-09T05:13:58,2024-02-09T07:58:49,02:44:51,8,4,c1cmp[019-021]+,120G,3705924K,8,2-00:00:00,02:44:42
6 7 1_2 2 2_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530936,port_elec+,batch,COMPLETED,0:0,2024-02-09T06:02:30,2024-02-09T07:54:39,01:52:09,8,4,"c1cmp003,p1cmp+",120G,3755232K,8,2-00:00:00,01:52:00
6 7 1_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530912,port_elec+,batch,COMPLETED,0:0,2024-02-09T03:12:21,2024-02-09T05:40:42,02:28:21,8,4,"c1cmp008,p1cmp+",120G,3608224K,8,2-00:00:00,02:28:11
6 7 1_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530896,port_elec+,batch,COMPLETED,0:0,2024-02-09T00:52:43,2024-02-09T03:32:44,02:40:01,8,4,"c1cmp[006-008,+",120G,3756868K,8,2-00:00:00,02:39:52
6 7 1_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530920,port_elec+,batch,COMPLETED,0:0,2024-02-09T04:29:25,2024-02-09T05:49:57,01:20:32,8,4,"p1cmp[029,043-+",120G,3678836K,8,2-00:00:00,01:20:30
6 7 1_2 2 2_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530952,port_elec+,batch,COMPLETED,0:0,2024-02-09T08:16:39,2024-02-09T10:52:59,02:36:20,8,4,c1cmp[010-012]+,120G,3645632K,8,2-00:00:00,02:36:11
6 7 1_2 2 2_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530976,port_elec+,batch,COMPLETED,0:0,2024-02-09T11:28:49,2024-02-09T14:07:36,02:38:47,8,4,"c1cmp[004,014-+",120G,3707848K,8,2-00:00:00,02:38:39
6 7 1_2 2 2_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530984,port_elec+,batch,COMPLETED,0:0,2024-02-09T12:17:30,2024-02-09T14:50:18,02:32:48,8,4,c1cmp[021-024],120G,3703200K,8,2-00:00:00,02:32:31
6 7 1_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530960,port_elec+,batch,COMPLETED,0:0,2024-02-09T09:16:25,2024-02-09T11:45:44,02:29:19,8,4,"c1cmp008,p1cmp+",120G,3669624K,8,2-00:00:00,02:29:09
6 7 1_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530944,port_elec+,batch,COMPLETED,0:0,2024-02-09T07:21:32,2024-02-09T10:03:15,02:41:43,8,4,"c1cmp[004,014-+",120G,3755628K,8,2-00:00:00,02:41:34
6 7 1_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530968,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:24:07,2024-02-09T11:43:22,01:19:15,8,4,"p1cmp[029,043-+",120G,3689724K,8,2-00:00:00,01:19:14
